Name,URI,Artist,Release Year,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature
highway 95,spotify:track:2E4INiVkDRBXXkFL4kB1Vk,Baby Keem,2022,"hip hop, rap",0.77,0.836,7,-5.322,1,0.065,0.0548,0,0.143,0.425,84.944,91783,4
Rust (feat. Tom Misch),spotify:track:0vhV4Bt5oHnlj9D4wWN4Nb,Yussef Dayes,2023,"british jazz, indie soul",0.646,0.564,2,-12.531,1,0.039,0.677,0.869,0.104,0.36,96.707,238787,4
"To Summer, From Cole - Audio Hug",spotify:track:2f86Ae3R4OKAu1lEIqouih,Summer Walker,2023,"r&b, rap",0.73,0.468,6,-9.911,0,0.314,0.711,5e-06,0.101,0.6,74.044,147667,4
Goodnight Song,spotify:track:77O2Awv2GrFf6SBras7JhV,Tears For Fears,1993,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",0.592,0.806,0,-6.721,1,0.0319,0.0227,0.000911,0.554,0.662,123.641,233427,4
Goodnight Goodnight,spotify:track:0Bw6iiL5mYvq5I8VCaspqG,Maroon 5,2007,pop,0.587,0.701,2,-3.77,1,0.0258,0.0358,0,0.183,0.273,94.977,243307,4
"Baby, I Love Your Way",spotify:track:1Rvl8qsKJurfFTyWLBI9ib,Big Mountain,1999,"reggae, reggae fusion",0.651,0.747,1,-7.269,0,0.0699,0.0528,0,0.207,0.776,147.518,249520,4
Absolute,spotify:track:6sSDEFMeyf16WRDLRCXwTc,The Fray,2009,"neo mellow, piano rock, pop, pop rock",0.413,0.836,3,-5.593,1,0.0371,0.0316,0,0.293,0.503,140.515,227080,4
If You Leave Me Now,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,Chicago,1976,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373,4
Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix,spotify:track:4v1NdP9omUeesYvYrVAv2I,EI8HT,2023,Unknown,0.773,0.805,4,-7.669,0,0.0783,0.266,0.00774,0.11,0.85,109.983,162280,4
Sunset (2019 Y.Nakamura Remastering),spotify:track:4bl01VfwS3MMiChtTZSZGG,Blu-Swing,2019,"japanese jazz fusion, japanese jazztronica, japanese vocal jazz",0.78,0.706,1,-5.163,0,0.056,0.109,0.000793,0.123,0.759,111.013,204867,4
I Can't Stop (Big Boss Vette & Omah Lay),spotify:track:4mkYFPebTKMAtcXdKQwcj6,Big Boss Vette,2023,trap queen,0.834,0.77,1,-4.574,1,0.0597,0.0853,0.016,0.145,0.68,128.063,133200,4
Mona Lisa (Spider-Man: Across the Spider-Verse),spotify:track:37CoOXIsgF3NzbK1zHZetk,Dominic Fike,2023,"alternative pop rock, pov: indie",0.759,0.646,1,-7.603,1,0.12,0.231,0,0.161,0.445,111.043,186067,4
Cherry Wine,spotify:track:4csyu5nwd3JPbQdrrubiNn,Nas,2012,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",0.708,0.821,11,-3.706,1,0.171,0.293,0,0.201,0.479,96.079,356467,4
Hazard Lights Freestyle,spotify:track:47DvOReYtsX2u2FVLMIhYH,Kyle Richh,2023,new york drill,0.681,0.795,11,-6.647,0,0.289,0.354,1.06e-05,0.13,0.499,150.026,107205,4
Fly To Me,spotify:track:3Bf9nv32awaGVdviHbmp8Q,Keane,2013,"neo mellow, piano rock, pop rock",0.397,0.497,7,-7.811,1,0.0324,0.00961,0.000214,0.126,0.08,119.797,332973,4
Hummingbird (Metro Boomin & James Blake),spotify:track:6HexNTb392JS071DoTGo0y,Metro Boomin,2023,rap,0.596,0.63,6,-7.807,1,0.102,0.378,0.00407,0.19,0.24,81.408,319493,4
The Kiss Of Venus (Dominic Fike),spotify:track:3gCYle76USfbHa7VDTDg5V,Paul McCartney,2021,"classic rock, mellow gold, rock, soft rock",0.715,0.374,8,-6.665,1,0.0399,0.627,0,0.11,0.633,89.982,143531,4
Stop Crying Your Heart Out,spotify:track:0SlpFHdk4UHBDzCEoXzy14,Oasis,2002,"beatlesque, britpop, madchester, permanent wave, rock",0.331,0.558,2,-5.506,1,0.031,0.0689,1.96e-06,0.124,0.0985,150.19,303120,4
Crepuscolo Sul Mare,spotify:track:3c07yD1n2fRvcD9wY638hg,Piero Umiliani,2009,vintage italian soundtrack,0.269,0.443,5,-12.812,1,0.0315,0.973,0.907,0.111,0.363,100.295,167314,4
Ella Baila Sola,spotify:track:3qQbCzHBycnDpGskqOWY0E,Eslabon Armado,2023,"corrido, corridos tumbados, sad sierreno, sierreno",0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,165671,3
Bailar,spotify:track:1GL0EEkKCUT2yK52sjWkOt,Deorro,2016,"dutch house, edm, electro house, melbourne bounce, melbourne bounce international, pop dance, progressive electro house",0.75,0.891,9,-3.751,1,0.226,0.0246,6.24e-06,0.057,0.553,128.076,160305,4
You & Me - Flume Remix,spotify:track:1snNAXmmPXCn0dkF9DaPWw,Disclosure,2013,"edm, electropop, house, indietronica, uk dance",0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,4
Somewhere I Belong,spotify:track:3agtg0x11wPvLIWkYR39nZ,Linkin Park,2003,"alternative metal, nu metal, post-grunge, rap metal, rock",0.451,0.951,1,-3.754,1,0.0645,0.000386,2.56e-06,0.261,0.441,162.041,213933,4
Nothing In My Way,spotify:track:7falOwHJ9MjskdcNehIh79,Keane,2006,"neo mellow, piano rock, pop rock",0.399,0.854,10,-4.97,0,0.0294,0.00107,3.96e-06,0.0893,0.872,172.478,240387,4
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",spotify:track:6Ec5LeRzkisa5KJtwLfOoW,Metro Boomin,2023,rap,0.6,0.537,9,-7.777,0,0.0362,0.0468,0.0038,0.206,0.126,90.061,256027,4
Quédate - Tiësto Remix,spotify:track:79wDq3jpGu0yew1ngQpAAi,Bizarrap,2022,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino",0.652,0.877,11,-2.767,0,0.141,0.00848,0.0158,0.695,0.722,127.996,232498,4
All Eyes on Me,spotify:track:3xOj709WgIHbwiwvgjAHLg,Phoenix,2022,"alternative dance, indie rock, modern rock, neo-synthpop, new rave, rock independant francais, shimmer pop",0.675,0.713,8,-7.058,0,0.0373,0.0221,0.00125,0.153,0.765,115.964,184120,4
Love$ick (feat. A$AP Rocky),spotify:track:3sTN90bIP2cJ1783ctHykO,Mura Masa,2017,"channel islands indie, electropop, escape room, hyperpop, indie soul, vapor soul",0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,4
World so Cold,spotify:track:0LPx8WfsRrXCF92YtINFtN,Three Days Grace,2009,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rock",0.481,0.82,8,-3.508,1,0.031,0.00858,0,0.0756,0.345,139.936,243000,4
Rush,spotify:track:1xs8bOvm3IzEYmcLJVOc34,Ayra Starr,2022,afrobeats,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,185093,4
Everybody's Changing,spotify:track:5hkdfA87RZvNaxl6XiveOA,Keane,2004,"neo mellow, piano rock, pop rock",0.517,0.832,0,-3.564,1,0.0292,0.0015,0.000208,0.101,0.45,94.02,215160,4
Studio,spotify:track:29gsi1zZrZxdStACmTQB0Z,ScHoolboy Q,2014,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",0.709,0.589,8,-7.776,0,0.0434,0.0508,0,0.0585,0.58,133.921,278067,3
(Our Love) Don't Throw It All Away,spotify:track:1RsxUuB1Q5OdseLpHMBkEN,Andy Gibb,1978,"disco, mellow gold, soft rock",0.349,0.337,5,-13.193,1,0.0528,0.357,6.05e-05,0.643,0.208,143.143,250200,4
Fatal,spotify:track:73n6qiGIOCKW8eImS71oP7,Paco Amoroso,2020,"argentine indie, rap underground argentino",0.677,0.719,4,-7.753,0,0.0335,0.416,0.000949,0.142,0.657,131.924,153033,4
Back Together,spotify:track:4iiSvRqTGqf0UNiRr3D2bV,Recovery Mafia,2016,Unknown,0.932,0.802,10,-4.398,0,0.441,0.00187,0.215,0.193,0.851,127.986,362031,4
Back To Black,spotify:track:3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,2006,"british soul, neo soul",0.434,0.422,7,-13.964,0,0.0375,0.134,2.05e-05,0.0861,0.377,123.201,241293,4
Neverita,spotify:track:31i56LZnwE6uSu3exoHjtB,Bad Bunny,2022,"reggaeton, trap latino, urbano latino",0.876,0.498,10,-7.511,1,0.0478,0.0706,0,0.143,0.428,122.016,173119,4
The Rockafeller Skank,spotify:track:7mCQK9YB25WZw1saUjfL4e,Fatboy Slim,1998,"big beat, electronica",0.665,0.991,7,-6.725,1,0.256,0.0117,0.00392,0.339,0.0676,152.596,413880,4
Waiting for Tonight,spotify:track:5yaCquc7koPqtgj7v0lwHX,Jennifer Lopez,1999,"dance pop, pop, urban contemporary",0.695,0.945,10,-6.165,0,0.0418,0.00341,0.0727,0.103,0.84,125.013,246427,4
Smooth Operator - Keejay Freak Deep House Version,spotify:track:6gkdWaZS8wCuv2fwB1f4v8,Musique Boutique,2018,Unknown,0.637,0.887,0,-4.841,1,0.0313,0.0123,0.000174,0.449,0.65,120.01,221983,4
Those Eyes,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,New West,2019,toronto indie,0.594,0.348,4,-8.297,1,0.0285,0.709,2.12e-05,0.317,0.248,120.048,220750,3
How I Know,spotify:track:2ub9SKEk2RC7VyS1MUaGFS,Lil Durk,2018,"chicago drill, chicago rap, drill, hip hop, rap, trap",0.545,0.804,5,-4.716,0,0.198,0.256,0,0.153,0.329,169.975,152001,4
FAMJAM4000,spotify:track:08vlprFBmwh9TQnjXUtZDG,Jordan Ward,2023,"indie hip hop, indie r&b",0.871,0.57,6,-7.421,0,0.0676,0.434,0.452,0.145,0.711,116.563,158133,4
Me Against The World,spotify:track:76wJIkA63AgwA92hUhpE2V,2Pac,1995,"g funk, gangster rap, hip hop, rap, west coast rap",0.791,0.804,6,-3.865,1,0.221,0.0248,0.0301,0.48,0.765,91.938,279133,4
Unspoken,spotify:track:6gI2Fh7CaduhqCoViAmfmV,Spyro Gyra,2009,"jazz funk, jazz fusion, progressive jazz fusion, smooth jazz",0.663,0.629,4,-7.412,1,0.0346,0.586,0.696,0.267,0.488,88.011,351893,4
Breakeven,spotify:track:285hMzLhJwHVLe9QT9qilk,The Script,2008,"celtic rock, pop",0.63,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,261427,4
Somewhere Only We Know,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,2004,"neo mellow, piano rock, pop rock",0.453,0.655,9,-4.22,1,0.0257,0.0794,7.06e-06,0.0849,0.366,172.01,236160,4
Since I Told You It's Over,spotify:track:5pJuy1jMIlsdVY0XWosSJ3,Stereophonics,2003,"britpop, welsh rock",0.5,0.509,10,-6.601,0,0.0287,0.237,0.013,0.0926,0.22,125.038,283267,4
Shining Star,spotify:track:0np4arBSp4ZBOfXGZhXQ4I,The Manhattans,1980,"classic soul, disco, funk, motown, philly soul, quiet storm, soul",0.612,0.329,4,-13.038,1,0.0365,0.0633,0,0.0658,0.572,74.046,281853,4
Far Away,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,Nickelback,2005,"alternative metal, canadian rock, post-grunge",0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,238173,4
My Type,spotify:track:2Iq6HhIquO7JKr0KfTNLzU,Saint Motel,2014,"la indie, modern alternative rock, modern rock, pov: indie",0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,204812,4
Magic,spotify:track:0Z4DZo4wUFJhUjKjCtuXUf,Olympic Ayres,2013,gauze pop,0.617,0.925,2,-5.708,1,0.0364,0.00427,0.00223,0.36,0.564,116.981,240518,4
Love Natural,spotify:track:6wpx4u1PeQlXEvZMPQ49sU,Crystal Fighters,2013,shimmer pop,0.651,0.794,11,-6.196,1,0.0499,0.0329,0,0.319,0.625,133.086,199520,4
Busy Earnin',spotify:track:5TloYFwzd09yWy8xkRLVUu,Jungle,2014,"indie soul, uk contemporary r&b",0.552,0.883,10,-5.61,0,0.0355,0.209,4.91e-06,0.0912,0.745,99.967,181773,4
Savin' Me,spotify:track:4Gd9PUEuOTOJtbgd4YxLXM,Nickelback,2005,"alternative metal, canadian rock, post-grunge",0.441,0.815,3,-4.088,1,0.0276,0.000731,0,0.414,0.522,164.007,219320,4
Overseas,spotify:track:1iGOI54dl6Ps1kYlSpPZzg,Thundercat,2020,"afrofuturism, escape room, indie soul",0.849,0.604,2,-8.464,0,0.0338,0.44,0.0915,0.78,0.714,119.945,88453,4
Pressure,spotify:track:15hp88Fwgqi3HgY2hq6cyi,CARRTOONS,2022,instrumental hip hop,0.579,0.91,6,-4.197,1,0.0551,0.0634,0.85,0.348,0.806,83.082,104068,4
Where I Go (feat. H.E.R.),spotify:track:13OIGiMH6lIm7FYRKAxCe9,NxWorries,2023,"alternative r&b, indie soul",0.62,0.396,1,-15.498,0,0.205,0.74,0.000977,0.0972,0.769,87.865,201027,4
Daydreaming,spotify:track:6qqq5zPYV7U4UsKnGC82tw,NxWorries,2023,"alternative r&b, indie soul",0.697,0.585,1,-9.597,1,0.0361,0.274,0.145,0.0779,0.504,74.014,186967,4
I Can't Tell You Why - 2013 Remaster,spotify:track:02BsTeJE4q5gWOTt58ur5U,Eagles,1979,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock",0.707,0.346,11,-12.397,0,0.0251,0.69,0.145,0.1,0.49,85.094,295050,4
"For the Love of You, Pts. 1 & 2",spotify:track:7teF2kwC3GL00mQfwtxzo9,The Isley Brothers,1975,"classic soul, funk, motown, quiet storm, soul",0.686,0.374,11,-11.029,0,0.0439,0.665,1.91e-05,0.101,0.693,102.879,339960,4
Kill Bill,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,2022,"pop, r&b, rap",0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,153947,4
Hard to Say I'm Sorry - 2009 Remaster,spotify:track:5nDSJO4909uNzMcZH3CggS,Chicago,1982,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0.537,0.417,4,-7.209,1,0.0273,0.695,1.86e-06,0.151,0.256,144.716,221827,4
Waiting for a Girl like You,spotify:track:2OgVsp77En2nju8pnCieVU,Foreigner,1981,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,292067,4
4EVA,spotify:track:2sUImfbz5cpAW50SiQla4h,KAYTRAMINÉ,2023,pop rap,0.83,0.695,6,-9.445,0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373,4
joram,spotify:track:4MnWDoVpwokgUpRbiY2ZrF,harish sundar,2023,Unknown,0.924,0.8,9,-3.37,0,0.2,0.246,0.256,0.107,0.654,97.972,189357,4
Siesta Freestyle,spotify:track:6ZHKeoIOkvmYUIfxHLtE2Z,Lewis OfMan,2021,"french indie pop, french indietronica",0.689,0.86,9,-5.159,1,0.0278,0.0726,0.00017,0.0454,0.615,100.058,194160,4
HOV,spotify:track:3jtPLQ4eBEcfyry5148T9x,Rema,2023,"afrobeats, nigerian pop",0.663,0.647,10,-7.492,0,0.265,0.338,0,0.0909,0.691,128.491,138750,4
Efecto,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,2022,"reggaeton, trap latino, urbano latino",0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4
un x100to,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,Grupo Frontera,2023,musica chihuahuense,0.569,0.724,6,-4.076,0,0.0474,0.228,0,0.27,0.562,83.118,194563,4
Flex,spotify:track:2xyBvir9n474qfsOkxXMgx,Playboi Carti,2017,"atl hip hop, plugg, pluggnb, rage rap, rap",0.75,0.596,0,-5.569,0,0.282,0.478,0,0.166,0.27,130.104,240460,4
Marcy Me,spotify:track:5oynsOy80DnodTslgaj3cr,JAY-Z,2017,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.518,0.678,10,-6.76,1,0.331,0.542,0,0.108,0.604,81.951,174427,4
The Story of O.J.,spotify:track:6JpN5w95em8SODPiM7W2PH,JAY-Z,2017,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.741,0.718,7,-5.823,1,0.415,0.283,2.21e-06,0.23,0.576,165.848,231760,4
4:44,spotify:track:1gT5TGwbkkkUliNzHRIGi1,JAY-Z,2017,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.261,0.852,9,-4.965,1,0.158,0.139,4.26e-05,0.477,0.431,177.997,284493,4
Lisztomania,spotify:track:6ZrlXT6mUMEgomN128iekU,Phoenix,2009,"alternative dance, indie rock, modern rock, neo-synthpop, new rave, rock independant francais, shimmer pop",0.642,0.808,0,-6.406,1,0.0463,0.0383,0.00829,0.547,0.273,97.565,241640,4
Shove It (feat. Spank Rock),spotify:track:2RBmWAhs6yX4SDYQX4zgF1,Santigold,2008,"alternative dance, art pop, indietronica, neo-synthpop",0.692,0.787,10,-7.812,0,0.0522,0.00416,0.000201,0.264,0.609,133.957,225520,4
Ali In The Jungle,spotify:track:3kr2i1P9eQZitASv83V8zh,The Hours,2007,Unknown,0.692,0.932,8,-4.305,0,0.045,0.226,2.07e-06,0.0953,0.844,141.033,278867,4
Prone,spotify:track:5KaIIT6ijzJvlZPPiJby36,Masego,2018,"alternative r&b, indie soul",0.8,0.552,5,-7.103,0,0.0862,0.16,7.05e-05,0.049,0.834,85.005,186400,4
who we are,spotify:track:2kAV7d4VdagR2ZalprVox2,PRIMOSUX,2023,Unknown,0.729,0.728,7,-5.666,1,0.0612,0.0126,0.00748,0.238,0.428,148.96,141771,4
Ivy,spotify:track:2ZWlPOoWh0626oTaHrnl2a,Frank Ocean,2016,"lgbtq+ hip hop, neo soul",0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,249191,4
Ram Ranch,spotify:track:6sGiI7V9kgLNEhPIxEJDii,Grant Macdonald,2012,Unknown,0.461,0.621,2,-5.988,1,0.134,0.00394,0,0.0879,0.479,81.888,409413,4
Goldie,spotify:track:31G9RaSaDOI2NWcpnIp734,A$AP Rocky,2013,"east coast hip hop, hip hop, rap",0.697,0.849,10,-4.953,0,0.248,0.228,4.52e-05,0.493,0.734,81.956,192067,4
The World We Knew (Over And Over),spotify:track:62KZRwymXq9Rgm8Cm5UCfx,Frank Sinatra,1967,"adult standards, easy listening, lounge",0.337,0.419,10,-12.212,0,0.0297,0.755,3.43e-05,0.156,0.492,92.815,167053,3
Let U Go,spotify:track:29pUhY4WylF02TuUiPUYYV,lucidbeatz,2023,Unknown,0.764,0.264,9,-18.716,0,0.12,0.139,0.0109,0.104,0.0385,135.016,128005,5
Drive,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,Incubus,1999,"alternative metal, alternative rock, funk metal, funk rock, nu metal, post-grunge, rock",0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,4
Ella Baila Sola,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,Eslabon Armado,2023,"corrido, corridos tumbados, sad sierreno, sierreno",0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,165671,3
That I Miss You,spotify:track:7szBZqBJuj9eAC8HJ4CyTM,Vansire,2018,"bedroom pop, rochester mn indie",0.779,0.572,4,-9.259,1,0.0396,0.306,0.739,0.106,0.967,114.994,140116,4
Never Been In Love,spotify:track:4Vj7UG9uAwXV92HVP5jJjw,URCHN,2023,lo-fi jazzhop,0.803,0.623,5,-8.067,0,0.0694,0.764,0.688,0.235,0.517,124.036,180916,4
Lying Has To Stop,spotify:track:2dGXDL8P7ibb3uPdQ4ybuM,Soft Hair,2016,"experimental pop, hypnagogic pop",0.552,0.501,2,-7.742,0,0.0918,0.921,0.047,0.284,0.529,74.849,356960,4
Take Care Of You,spotify:track:70pvexQXsCNuoyiSbM8OWw,Saje,2018,new french touch,0.675,0.306,6,-9.293,0,0.0464,0.577,0.000666,0.125,0.245,90.049,237999,4
Dior,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,2019,"brooklyn drill, hip hop, rap",0.548,0.805,7,-5.732,1,0.351,0.212,0.000405,0.408,0.649,142.096,216387,4
Fancy Clown,spotify:track:6WnYONkaYOchkMXUz0Eu0W,Madvillain,2004,"abstract hip hop, alternative hip hop, hip hop, psychedelic hip hop",0.537,0.753,8,-9.441,1,0.35,0.328,1.52e-05,0.368,0.693,90.292,115827,4
Close To Me,spotify:track:1NNSjN6kdHiF3pRx64JEwm,Ellie Goulding,2020,"indietronica, metropopolis, pop, uk pop",0.574,0.751,1,-5.041,0,0.0589,0.0927,0,0.379,0.46,144.085,182627,4
Past Lives,spotify:track:5kZtNsNOOm3Dp5pClPUEhj,Farizki,2015,"indonesian viral pop, sped up",0.733,0.347,3,-12.445,1,0.0349,0.917,0.139,0.429,0.216,115.931,153170,4
They Don't Love It,spotify:track:2dSKFFNoNXKo3hPnlwUdPe,Jack Harlow,2023,"deep underground hip hop, kentucky hip hop, pop rap, rap",0.536,0.814,1,-5.407,1,0.306,0.0388,0,0.142,0.851,96.7,113292,4
Kiss It Better - KAYTRANADA Edition,spotify:track:62tnsScYuep18LnQiQqHmX,Rihanna,2016,"barbadian pop, pop, urban contemporary",0.854,0.498,11,-7.922,0,0.332,0.0229,0.000212,0.3,0.343,108.049,325307,4
Means The World,spotify:track:7mxvuhXGwCU8qmTuQR5rcg,Reuben James,2023,"indie soul, uk contemporary r&b",0.64,0.666,8,-7.332,0,0.29,0.599,9.49e-05,0.361,0.748,73.068,181131,4
'99,spotify:track:1qoTLjj6YU1WWDH82RoNb7,Venna,2023,Unknown,0.522,0.606,7,-8.301,0,0.062,0.482,0.593,0.102,0.312,82.065,188467,4
Freaking Out the Neighborhood,spotify:track:3HlK8txWAdtKMrbsqX40pl,Mac DeMarco,2012,"edmonton indie, lo-fi indie, pov: indie, slacker rock",0.565,0.832,8,-5.751,0,0.108,0.0638,0.0288,0.386,0.847,143.303,173889,4
You Know My Name,spotify:track:0Dlm41iXvTsIVsEOce3yX6,Tasha Cobbs Leonard,2017,"gospel, naija worship",0.287,0.46,7,-6.992,1,0.0329,0.14,0,0.0779,0.194,96.368,480547,3
All Of The Girls You Loved Before,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,2019,pop,0.729,0.467,2,-9.682,1,0.0419,0.71,4.53e-05,0.129,0.401,96.042,221407,3
Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,2019,pop,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
Sandstorm (feat. JID),spotify:track:1NlWBpNYAnFT7gMGyC0Y1M,Mereba,2019,alternative r&b,0.649,0.512,4,-10.027,0,0.0927,0.59,0.000466,0.0712,0.335,109.726,179027,5
Courtside - Vacations Remix,spotify:track:4TWkPWkqK8yKZFtmVR9jyW,Tim Atlas,2021,chill r&b,0.646,0.792,1,-6.542,1,0.0683,0.0134,0.000227,0.0958,0.468,117.958,218500,4
Die Trying,spotify:track:4qNYl4NkngYRqf6DtTyD9I,Key Glock,2022,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",0.893,0.712,6,-6.948,0,0.25,0.0216,0,0.143,0.685,145.952,153107,4
kissed a btch,spotify:track:5BythbqpAr9XQZfQXJKNdL,PRIMOSUX,2022,Unknown,0.761,0.566,9,-8.063,1,0.235,0.003,0,0.405,0.452,137.068,143534,4
Jus dance,spotify:track:32ENmsmRdAjlnMBZ03rMUk,PRIMOSUX,2022,Unknown,0.698,0.545,2,-11.359,1,0.155,0.00025,0.000416,0.892,0.528,146.091,158000,4
Eyes Without A Face,spotify:track:0pUVeEgZuNyFzIMKp67RbS,Billy Idol,1983,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",0.54,0.816,9,-6.197,1,0.0421,0.0177,0.00226,0.276,0.658,85.563,299240,4
if looks could kill,spotify:track:1cdqNRXIRrvT4HnApj6yw6,Destroy Lonely,2023,rage rap,0.629,0.505,5,-7.806,0,0.115,0.0205,0,0.222,0.209,131.016,194213,4
Ojitos Lindos,spotify:track:3k3NWokhRRkEPhCzPmV8TW,Bad Bunny,2022,"reggaeton, trap latino, urbano latino",0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299,4
Nonsense,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,2022,pop,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,163648,4
It's Been Awhile,spotify:track:25CMmGsl22APKhfuj4Tp7j,Staind,2001,"alternative metal, nu metal, post-grunge",0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,4
Up,spotify:track:2Rd0kxv64qnkbHcuiBixED,Craig Grant,2021,Unknown,0.958,0.717,6,-4.792,0,0.125,0.0741,0,0.343,0.769,113.036,137228,4
Nonstop,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,2018,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
Somewhere in the Middle,spotify:track:3ciWav3L7wFcoFtloCCgRn,Dishwalla,2002,"pop rock, post-grunge",0.513,0.815,1,-5.334,1,0.0364,0.00774,2.15e-05,0.329,0.472,159.809,222773,4
Forget Me Nots - Remastered,spotify:track:4UQH52FfgGpzDShKDbBvEA,Patrice Rushen,2017,"classic soul, disco, funk, jazz funk, p funk, post-disco, quiet storm, soul",0.919,0.458,6,-6.962,0,0.0431,0.0826,0.0613,0.0532,0.963,113.815,284507,4
Dr. Manhattan - Demo,spotify:track:6FrLM0Q2PjR4i39H4pXqq5,Michael Dearing,2020,Unknown,0.38,0.893,5,-3.271,0,0.0546,0.0628,0.00422,0.578,0.31,172.12,210371,1
For the First Time,spotify:track:2R4AlwtrrkMaRKojcTIzmL,Mac DeMarco,2017,"edmonton indie, lo-fi indie, pov: indie, slacker rock",0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307,4
Romance,spotify:track:4RsL2ZlU4P0CIKDrOwQkzz,Hiroshi Suzuki,2022,classic japanese jazz,0.467,0.315,7,-11.339,0,0.0268,0.719,0.898,0.0727,0.249,147.971,356352,4
Georgy Porgy,spotify:track:5jQcJ2st6yHWhUBjoDoZPH,TOTO,1978,"album rock, classic rock, hard rock, mellow gold, rock, soft rock, yacht rock",0.799,0.783,11,-7.703,0,0.0847,0.0519,0.0213,0.127,0.918,97.207,247587,4
Crab Rave,spotify:track:4qDHt2ClApBBzDAvhNGWFd,Noisestorm,2018,"dancefloor dnb, gaming edm, speedrun",0.768,0.933,2,-2.95,0,0.0385,0.206,0.915,0.0833,0.245,124.996,161280,4
Party In The U.S.A.,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,Miley Cyrus,2009,pop,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
